pdf_path,pdf_filename,doi,study_domain,study_goal,paper_processing_status,paper_processing_error,equipment_name,aliases,manufacturer,model,equipment_type,equipment_role,short_description,typical_applications,measurement_outputs,paper_specific_use,sample_context,shared_or_local,contact_person,used_in_study,certainty,confidence_score,evidence_text,location_type,notes
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,scanning electron microscope,SEM | FEI Verios 460 SEM system,FEI,Verios 460,microscopy,primary,Electron microscope for imaging surface morphology and collecting EDX signals.,surface imaging | microstructure imaging | electron microanalysis,SEM images | secondary electron images | elemental maps,Used to image film surfaces and support SEM-EDX composition measurements.,"Ru, Mo, and Ru-Mo thin films",,,True,explicit,0.97,"In addition, we employed scanning electron microscopy (SEM), for which we made use of an FEI Verios 460 SEM system | our scanning electron microscope (SEM, see below)",main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,dual-beam focused ion beam system,FEI Helios G4 CX dual beam system,FEI,Helios G4 CX,fabrication,supporting,Instrument for preparing cross-sectional TEM specimens by ion milling/polishing.,TEM sample preparation | site-specific cross-section preparation | ion beam milling,prepared cross-sectional specimens,Used to prepare cross-sectional specimens for TEM analysis.,cross-sectional specimens from Ru-Mo alloy films on Si,,,True,explicit,0.94,"For transmission electron microscopy (TEM), cross sectional specimens were prepared with an FEI Helios G4 CX dual beam system",main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,scanning transmission electron microscope,STEM | FEI Themis Z | double-aberration-corrected FEI Themis Z scanning transmission electron microscopy (STEM) system,FEI,Themis Z,microscopy,primary,High-resolution electron microscope for atomic-scale structural imaging and STEM-EDX analysis.,high-resolution imaging | atomic-scale structure analysis | STEM-EDX mapping,high-resolution TEM/STEM images | HAADF-STEM images | EDX spectra/maps,Used to examine amorphous vs crystalline structure of the alloy films and to acquire HAADF-STEM and EDX data.,cross-sectional Ru-Mo alloy film specimens,,,True,explicit,0.99,these specimens were analyzed with a double-aberration-corrected FEI Themis Z scanning transmission electron microscopy (STEM) system at 300 kV. | High-angle annular dark-field (HAADF) STEM images were recorded,main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,grazing-incidence X-ray diffractometer,GI-XRD | Panalytical X'Pert MPD diffractometer,Panalytical,X'Pert MPD,diffraction,primary,X-ray diffraction instrument configured for grazing-incidence measurements of thin-film structure.,phase identification | thin film crystallinity analysis | grazing-incidence diffraction,diffraction patterns | peak positions | phase information,Used to distinguish amorphous and polycrystalline Ru-Mo films and analyze structural order.,ultrathin Ru-Mo alloy films on Si(100),,,True,explicit,0.99,"Additional structural information came from standard, grazing-incidence X-ray diffraction (GI-XRD) measurements that were performed with Cu-kα radiation ... using a Panalytical X'Pert MPD diffractometer. | A strong fingerprint of the amorphous nature of this film is provided by the upper GIXRD pattern",main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,energy-dispersive X-ray spectroscopy detector,EDX | Oxford Xmax 80 detector | Dual-X system,Oxford Instruments,Xmax 80,spectroscopy,primary,X-ray detector system for elemental composition analysis by EDX.,elemental analysis | composition mapping | microanalysis in SEM/TEM,EDX spectra | elemental concentration maps | composition ratios,Used in SEM and TEM to measure Ru and Mo composition and generate element maps across the films.,Ru-Mo alloy thin films and cross-sections,,,True,explicit,0.98,"we performed EDX measurements with the use of an Oxford Xmax 80 detector. | EDX spectrum imaging in the TEM system was performed with a probe current of 1 nA, where the spectra were recorded with a Dual-X system",main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,X-ray photoelectron spectrometer,XPS | Scienta Omicron R4000 HiPP-3 analyzer,Scienta Omicron,R4000 HiPP-3,spectroscopy,primary,Surface-analysis instrument for measuring elemental and chemical composition by photoelectron spectroscopy.,surface composition analysis | chemical state analysis | thin film surface characterization,XPS spectra | binding-energy peaks | surface elemental fractions,Used ex situ to measure surface composition and chemical states of Ru-Mo alloy films.,thin Ru-Mo alloy film surfaces,,,True,explicit,0.98,Measurements with this technique were performed ex-situ ... equipped with a Scienta Omicron R4000 HiPP-3 analyzer | The second technique that we employed to measure the surface composition of the thin films was X-ray photoelectron spectroscopy (XPS),main_text,
data/interim/pdfs/Understanding_Dark_Current-Voltage_Characteristics_in_Metal-Halide_Perovskite_Single_Crystals.pdf,Understanding_Dark_Current-Voltage_Characteristics_in_Metal-Halide_Perovskite_Single_Crystals.pdf,10.1103/PhysRevApplied.15.014006,metal-halide perovskite electrical characterization,To investigate temperature-dependent dark current-voltage behavior in perovskite single crystals using pulsed-voltage space-charge-limited current measurements and modeling.,equipment_extracted,,pulsed-voltage space-charge-limited current measurement setup,PV SCLC measurement | space-charge-limited current measurements,,,testing system,primary,Electrical measurement setup for probing current-voltage behavior under short voltage pulses.,space-charge-limited current characterization | dark conductivity measurement | charge transport analysis in semiconductors,current-voltage (J-V) characteristics | ohmic conductivity | onset voltage | slope of log(J)-log(V) curves,Used to measure temperature-dependent dark J-V characteristics of MAPbBr3 and MAPbI3 single crystals.,MAPbBr3 and MAPbI3 single crystals,,,True,explicit,0.98,We study the dark electronic conductivity in perovskite single crystals via temperature-dependent pulsed-voltage space-charge-limited current (PV SCLC) measurements | We perform temperature-dependent PV SCLC measurements,main_text,
data/interim/pdfs/Understanding_Dark_Current-Voltage_Characteristics_in_Metal-Halide_Perovskite_Single_Crystals.pdf,Understanding_Dark_Current-Voltage_Characteristics_in_Metal-Halide_Perovskite_Single_Crystals.pdf,10.1103/PhysRevApplied.15.014006,metal-halide perovskite electrical characterization,To investigate temperature-dependent dark current-voltage behavior in perovskite single crystals using pulsed-voltage space-charge-limited current measurements and modeling.,equipment_extracted,,transient photoconductivity measurement setup,TPC | transient photoconductivity measurements,,,testing system,supporting,Setup for measuring transient photoconductivity to estimate carrier mobility.,mobility estimation | photoconductivity dynamics | carrier transport studies,transient photoconductivity response | sum of mobilities,Used to extract a room-temperature sum of mobilities for MAPbBr3 and MAPbI3 single crystals.,MAPbBr3 and MAPbI3 single crystals,,,True,explicit,0.91,"Via transient photoconductivity measurements (TPC) [33], we extract a sum of mobilities at room temperature | We here assume that the electron and hole mobility are similar",main_text,
data/interim/pdfs/Understanding_the_Limitations_of_Charge_Transporting_Layers_in_Mixed_Lead_Tin_Halide_Perovskite_Solar_Cells.pdf,Understanding_the_Limitations_of_Charge_Transporting_Layers_in_Mixed_Lead_Tin_Halide_Perovskite_Solar_Cells.pdf,10.1002/aesr.202100156,perovskite photovoltaics,To quantify how charge transport layers affect performance losses in mixed Pb/Sn halide perovskite solar cells with n–i–p and p–i–n architectures.,equipment_extracted,,scanning electron microscope,SEM | FEI Helios NanoLab 660,FEI,Helios NanoLab 660,microscopy,primary,Electron microscope for imaging surface morphology and grain structure.,surface morphology analysis | microstructure imaging | grain size assessment,high-resolution electron micrographs | surface morphology images | grain size distributions,Used to characterize the morphology of perovskite films grown on different substrates.,perovskite films,,,True,explicit,0.99,Scanning electron microscopy (SEM) images of perovskite films | surface morphology of the perovskite films was characterized with scanning electron microscopy (SEM) images by a FEI Helios NanoLab 660 apparatus,main_text,
data/interim/pdfs/Understanding_the_Limitations_of_Charge_Transporting_Layers_in_Mixed_Lead_Tin_Halide_Perovskite_Solar_Cells.pdf,Understanding_the_Limitations_of_Charge_Transporting_Layers_in_Mixed_Lead_Tin_Halide_Perovskite_Solar_Cells.pdf,10.1002/aesr.202100156,perovskite photovoltaics,To quantify how charge transport layers affect performance losses in mixed Pb/Sn halide perovskite solar cells with n–i–p and p–i–n architectures.,equipment_extracted,,X-ray diffractometer,XRD | Panalytical X'pert powder diffractometer,Panalytical,X'pert powder diffractometer,diffraction,primary,Instrument for measuring crystal structure and phase information by X-ray diffraction.,phase identification | crystallinity analysis | lattice strain assessment,XRD patterns | Bragg reflection peak positions and intensities | crystallographic information,Used to compare crystallinity and strain in perovskite films on different substrates.,perovskite films,,,True,explicit,0.98,X-ray diffraction (XRD) patterns of perovskite films | XRD patterns were taken from a Panalytical X'pert powder diffractometer,main_text,
data/interim/pdfs/Understanding_the_Limitations_of_Charge_Transporting_Layers_in_Mixed_Lead_Tin_Halide_Perovskite_Solar_Cells.pdf,Understanding_the_Limitations_of_Charge_Transporting_Layers_in_Mixed_Lead_Tin_Halide_Perovskite_Solar_Cells.pdf,10.1002/aesr.202100156,perovskite photovoltaics,To quantify how charge transport layers affect performance losses in mixed Pb/Sn halide perovskite solar cells with n–i–p and p–i–n architectures.,equipment_extracted,,X-ray photoelectron spectrometer,XPS | Scienta ESCA 200 spectrometer,Scienta,ESCA 200,spectroscopy,primary,Surface analysis instrument for elemental and chemical-state characterization.,surface chemistry analysis | oxidation-state analysis | composition profiling,XPS spectra | binding energy shifts | chemical-state signals,Used to probe Sn oxidation and depth-dependent surface composition in the mixed Pb/Sn perovskite film.,mixed Pb/Sn perovskite film,,,True,explicit,0.98,The XPS measurements were carried on using a Scienta ESCA 200 spectrometer | the XPS peaks of Sn 3d5/2 shifted,main_text,
